Universidad;Titulo;Autor;Grado;Asesor;Resumen;Año
Universidad Nacional de San Antonio Abad del Cusco;Diseño y evaluación de un modelo basado en una red de cápsulas de matrices con em routing utilizando una red convolucional densa;Blas Huaman, Washington;Ingeniero Informático y de Sistemas;Ormeño Ayala, Yeshica Isela;"Actualmente la arquitectura de Aprendizaje Profundo (Deep Learning) con mayor éxito y más usado en reconocimiento y clasificación de imágenes, visión computacional, conducción automática de vehículos; es la Red Neuronal Convolucional (Convolutional Neural Network o CNN). Sin embargo las CNNs presentan limitaciones ya que no son robustas cuando existen transformaciones en el objeto evaluado, es decir un ligero cambio de la posición del objeto provocará que las CNNs modifiquen su predicción. Aunque este problema puede ser reducido incrementando el conjunto de datos durante el entrenamiento, esto no garantiza que la red sea robusta para una nueva modificación en la posición que pueda estar presente en el conjunto de datos de prueba. Para superar estos inconvenientes surgen las Redes de Cápsulas (Capsule Network o CapsNet), que mejoran la clasificación de imágenes cuando estos presentan rotación, inclinación u otra orientación diferente, facilitando la obtención de información en la verificación de sus posiciones relativas con un menor número de datos. Por otro lado las redes de Cápsulas Matriciales con Enrutamiento EM, que son una mejora de las redes de Cápsulas con Enrutamiento Dinámico, presentan cápsulas donde cada cápsula está conformada por una unidad de activación que representan la presencia de un objeto y una matriz de pose de 4x4 que aprende a representar la relación espacial entre el objeto y el espectador, obteniendo así información más precisa. Ambas arquitecturas de redes de cápsulas presentan como primera capa de entrada una red de convolución estándar, pero un problema inherente a una (CNN) es cuando tiende a perder información a medida que la red se hace más profunda debido a la anulación del gradiente (vanishing gradient), es decir el gradiente tiende a ser igual a cero durante el proceso de aprendizaje cuando una red tiene muchas capas. Como una alternativa se tiene la arquitectura de Red Convolucional Densamente Conectado (DenseNet) que resuelve este problema asegurando un flujo máximo de información, donde para cada capa, las características obtenidas en todas las capas anteriores se utilizan como entradas, y sus propias características obtenidas se utilizan como entradas en todas las capas posteriores, esto conduce a un mejor flujo de gradiente en comparación con las capas de convolución apiladas directamente. Por tanto, en este trabajo se diseña y evalúa una arquitectura de Cápsulas Matriciales con Enrutamiento EM, reemplazando su primera capa de red convolucional simple (ReLU Conv1) por una red convolucional densa (DenseNet), para mostrar una mejora en el tiempo y precisión de entrenamiento frente al modelo base de redes de Cápsulas Matriciales con Enrutamiento EM, utilizando el conjunto de datos SmallNORB que está destinado a experimentos de reconocimiento de imágenes de objetos en 3D.";2020
Universidad Nacional de San Antonio Abad del Cusco;Identificación de métodos de procesamiento digital de imágenes bacteriológicas microscópicas para el diagnóstico de tuberculosis;Ovalle Gamarra, Gional;Ingeniero Informático y de Sistemas;Rozas Huacho, Javier Arturo;"El diagnóstico de la Tuberculosis (TBC) es un proceso fundamental para iniciar un tratamiento médico y/o farmacológico exitoso, sin embargo este carece de un método de diagnóstico que sea económico y confiable ya que la TBC es una enfermedad infecto contagioso que se hace multidrogo resistente cuando se realiza un diagnóstico tardío o en una etapa avanzada; Este retraso se debe a que los laboratoristas de los centros especializados de diagnóstico tienen sobre carga laboral, como cansancio mental y físico, generando la disminución de la capacidad de identificación y por ende el conteo de bacterias de TBC, en este sentido el objetivo del presente trabajo es identificar métodos de procesamiento digital de imágenes adecuadas para el diagnóstico de este mal (ver ilustración 40, página 73), en este contexto se examinan algoritmos de color (RGB y HSV), algoritmos de morfología (erosión y dilatación) y algoritmos de borde (Canny y Sobel). Para el conteo de los bacilos se desarrolló un módulo basada en tres condiciones (perímetro, tangente y diámetro) para determinar a posibles objetos de interés, la importancia de este trabajo es la posibilidad de contar con una herramienta tecnológica de diagnóstico confiable de TBC, en este sentido el presente estudio tiene un enfoque cuantitativo analítico de estimación de características operativas de confiabilidad (sensibilidad, especificidad) y exactitud de pruebas diagnósticas, ya que va a comparar el desempeño de diagnóstico de esta herramienta contra técnicas de laboratorio utilizadas como pruebas de rutina o de referencia (Gold Standar), el tamaño de la muestra es de 92 muestras con un nivel de confianza del 75 % provenientes de Redes de Salud y hospitales de la Región Cusco, obteniéndose una herramienta tecnológica de diagnóstico de la tuberculosis basado en procesamiento de imágenes con un nivel de confianza mayor al 95 % y una exactitud mayor al 96 %.";2020
Universidad Nacional de San Antonio Abad del Cusco;Análisis masivo de datos en twitter para identificación de opinión;Olarte Chullo, Albert Edison;Ingeniero Informático y de Sistemas;Carbajal Luna, Julio Cesar;Las redes sociales están jugando un papel muy importante en nuestra sociedad, y los microblogging es una parte importante de la comunicación hoy en día. Esto permite que los usuarios puedan publicar una opinión acerca de un determinado tema haciendo uso de internet y los sitios web en un repositorio grande de información. Las redes sociales como twitter, google+, facebook y whatsapp, contienen cantidad de publicaciones en sus sitios web. Esto hace de estas plataformas una fuente para exploración de información haciendo uso de métodos de Inteligencia Artificial, debido a la masiva cantidad de información que en casos como twitter llegan a ser millones por día alrededor del mundo y hoy necesitamos aprovechar esta vasta información para interpretar los datos con la finalidad de saber cuántas opiniones son realizadas positivamente y cuantas son negativas.;2020
Universidad Nacional de San Antonio Abad del Cusco;Aplicación del método de agrupamiento lineal en inferencia de redes genéticas probabilísticas aplicado al Plasmodium Falciparum;Yunguri Ttito, Juan Christian;Ingeniero Informático y de Sistemas;Carbajal Luna, Julio Cesar;Las reacciones químicas que resultan de la expresión de genes son complejas y aun no se entienden completamente. Se conoce que los genes envían, reciben y procesan la información para formar una compleja red de comunicación, pero la arquitectura y la dinámica de estas redes no es totalmente conocida. De esta forma, un problema importante dentro del campo de la biología sistémica es determinar cómo los genes se relacionan entre si dentro de la célula. Este proceso se conoce como inferencia de redes gen éticas. La inferencia de redes gen éticas a partir de datos de expresión es un problema abierto debido a la alta dimensionalidad (número de genes) y al pequeño número de muestras disponibles, incluso considerando el hecho de que las redes sean escasas (número limitado de genes de entrada por gen objetivo). De esta forma, podemos encontrar varias técnicas que ayudan a aliviar el problema de la alta dimensionalidad, en este trabajo nos centramos en corroborar la efectividad del método de Agrupamiento Lineal, el cual infiere las redes gen éticas a partir de particiones en el espacio del reticulado Booleano, inducidos por combinaciones lineales de los valores de los genes predictores. De este modo el número de configuraciones de los valores de los predictores muestran una función lineal en vez de una función exponencial en función al número de genes, de esta forma es aplicada una selección local de características (genes predictores) para cada gen con el fin de hacer la inferencia. Este trabajo analiza el método de Agrupamiento Lineal aplicado a un conjunto de datos del microarray del Plasmodium Falciparum, uno de los agentes que produce la malaria, demostrando la validez de esta técnica en datos reales, habiendo sido capaz de producir conocimiento ya descubierto anteriormente y ayudando a aliviar el problema de dimensionalidad.;2016
Universidad Nacional de San Antonio Abad del Cusco;Chatbot generativo en el idioma español utilizando la arquitectura de red neuronal Transformer;Uscamaita Quispetupa, Marycel;Ingeniero Informático y de Sistemas;Villafuerte Serna, Rony;"Los agentes conversacionales o chatbot han ido progresando en los últimos años gracias a la inteligencia artificial. Siendo Eliza (1966), uno de los primeros programas en procesar lenguaje natural. Eliza busca patrones en la frase escrita por el usuario, para luego responder con una “frase modelo"" registrada en su base de datos. Por otro lado, tenemos el actual Google Assistant, un asistente virtual en desarrollo, compuesto por módulos de deep learning, además posee la tecnología Google Duplex que utiliza Redes Neuronales Recurrentes (RNN) y módulos de Long short-term memory (LSTM) en su núcleo, con el fin de ayudar a los usuarios a completar tareas específicas. Si bien las RNNs se utilizan para modelar problemas de secuencia temporal, como la traducción automática neural (Casacuberta and Peris, 2017), estas redes procesan la entrada de manera secuencial, es decir, requieren más tiempo de entrenamiento y mayores recursos de hardware; en contraste a esto, surge transformer, una arquitectura encoder-decoder que procesa de forma paralela la secuencia de entrada mientras usa un mecanismo de self-attention (Gouws et al., 2018); por esta razón, se implementó un chatbot generativo en el idioma español utilizando la arquitectura de red neuronal transformer siguiendo el método propuesto por (Perez, 2016). En este proyecto se entrenaron y probaron varios modelos basados en Vanilla y Universal transformer; los mejores modelos fueron evaluados, obteniendo un 60% de respuestas buenas y un 76% de respuestas coherentes.";2019
Universidad Nacional de San Antonio Abad del Cusco;Implementación de un prototipo de un sistema embebido para el monitoreo del consumo de petróleo en vehículos motorizados;Maita Torres, Gabriel;Ingeniero Informático y de Sistemas;Pillco Quispe, Jose Mauro;Pese al creciente desarrollo de la tecnología a en nuestro País, la mayoría de las empresas de transporte público no poseen sistemas que permitan visualizar los niveles de combustible en los tanques de sus unidades vehiculares, en tal razón la medición de control del nivel de combustible se realiza de manera primitiva e imprecisa, llevando a tener falta de control sobre los niveles de combustible en todo momento. El impacto de la TIC ha tenido gran incidencia en los sistemas tradicionales, es as que se han hecho más aplicables los sistemas embebidos en la solución de problemas específicos, desarrollando tecnología a a medida. El dispositivo a medida al que se refiere en esta investigación es un sistema embebido, con el cual se permite al usuario visualizar en tiempo real medidas del nivel de combustible de un tanque a escala. Esta visualización se aprecia en una pantalla y a su vez se almacena en la nube datos exactos de la ubicación y lo referente a datos de la unidad vehicular y del conductor. Adicional a la medición, geo posición y demás datos de dicha unidad, se plantea un sistema de mensajes de alerta de robo de combustible, los elementos del sistema embebido son: un sensor del nivel de combustible el cual fue desarrollado en el presente trabajo basado en un principio capacitivo, un módulo GPS para enviar la ubicación, un SIM 900 para enviar mensajes de texto con alertas de robo de combustible mediante comandos AT y un sistema web para la gestión y accesibilidad de estos datos a través del Internet. Los resultados del sistema embebido fueron que el sensor capacitivo hace una correspondencia entre el porcentaje de volumen contenido y la frecuencia generada en el tiempo de carga y descarga, mientras que el GPS indica posición con un margen de 10 metros y el tiempo de envío de SMS de alerta depende la red de telefonía del chip.;2019
Universidad Nacional de San Antonio Abad del Cusco;Aplicación del problema del agente viajero a la recolección de residuos sólidos de la Municipalidad Distrital de San Jerónimo;Pauccara Pinares, Daniel;Ingeniero Informático y de Sistemas;Carbajal Luna, Julio Cesar;"En la gestión de los residuos sólidos en la Municipalidad Distrital de San Jerónimo se presenta varios problemas. Uno de los más resaltantes es la ausencia de una ruta optima de recojo de residuos debido a que los trazos son hechos por simple cálculo. El problema considerado en este proyecto es: mal diseño de rutas para los carros recolectores (las distancias no son las más cortas). Esto genera insatisfacción a los ciudadanos y mayores gastos de operación. En este proyecto se va a utilizar el método de Branch and Bound para minimizar las distancias que los carros recolectores necesitan para realizar su trabajo. Este problema tiene diversas aplicaciones tales como la planificación, logística, fabricación de circuitos electrónicos, etc. A pesar de que este problema es computacionalmente complejo, existen métodos heurísticos que dan soluciones eficientes. El método Branch and Bound es un método heurístico que sirve para resolver problemas de optimización. Se divide en dos partes: estrategias de ramificación y estrategias de poda. Este método ha sido utilizado en diversos problemas como: la mochila, programación lineal, problema del viajante, etc. El método mencionado se aplicará para el enrutamiento de los carros recolectores de basura; se va a optimizar el trayecto que los carros necesitan para cumplir sus labores, de esta forma se prestara un servicio eficiente a la ciudadanía, además, se consigue reducir los gastos de operación. Para este _n se van a desarrollar estrategias de ramificación y poda siguiendo el método de Branch and Bound. Se construirá un aplicativo donde se apreciaran los resultados de la investigación. Los resultados de la investigación son: una aplicación web con las siguientes características: configuración inicial del garaje municipal, punto de llegada final del vehículo, registro de conductores, vehículos, zonas de recolección, puntos de recolección, diseño de la rutas actuales de recolección, optimización de rutas y rastreo vehicular; y una aplicación móvil donde el conductor podrá visualizar la ruta a seguir.";2019
Universidad Nacional de San Antonio Abad del Cusco;Algoritmo de optimización multiobjetivo para el problema center-based clustering para conjuntos con outliers;Leon Malpartida, Jared;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;"Clustering (agrupamiento) es usualmente considerado el problema más importante del aprendizaje automático no supervisado. Al igual que los problemas no supervisados, el problema del clustering consiste en descubrir patrones de agrupamiento. En particular, se busca agrupar un conjunto de datos no etiquetados en conjuntos llamados clusters (o grupos). Dada la naturaleza del problema, este aparece en multitud de áreas de investigación como: compresión de datos, análisis de imágenes, bioinformática, y minería de datos. A la fecha, se han diseñado multitud de algoritmos y modelos de clustering. También, se ha generalizado el tipo de datos con los que se puede aplicar esta técnica. Uno de los modelos de clustering más ampliamente utilizados está relacionado con el conjunto de problemas centerbased. Este conjunto de problemas es uno de los más recientemente estudiados debido a su eficiencia con grandes cantidades de datos. En general, un problema de este tipo busca particionar el conjunto inicial de elementos tomando como base algunos elementos centrales. Con el objetivo de mejorar las técnicas actuales en esta rama; la presente investigación desarrolla y propone un nuevo algoritmo de clustering, denominado el algoritmo SSO-C. La metodología seguida para desarrollar el algoritmo consistió en la optimización de una función multiobjetivo que relaciona dos problemas formalmente definidos con el propósito de garantizar la robustez de la solución encontrada. Como búsqueda local para valores iniciales, se tomó soluciones con un cierto factor de aproximación para un problema de optimización combinatoria relacionado, el problema k-center. En la investigación también se desarrolla y propone un segundo algoritmo de clustering, denominado el algoritmo Emax. Este segundo algoritmo es derivado del caso más robusto de la función multiobjetivo. La convergencia del algoritmo Emax es demostrada. Para efectos de comparación, se tomaron los algoritmos k-means y SSO. El primero es uno de los algoritmo más utilizados para hacer clustering, y el segundo es una adaptación delalgoritmo de optimización Social Spider Optimization para clustering; ambospertenecientes al modelo center-based. Se compararon los algoritmos mencionados junto con los propuestos (SSO-C y Emax) tomando un conjunto de 6 conjuntos de datos sintéticamente generados y 7 del mundo real tomados de la literatura. Los experimentos muestran con significación estadística que los algoritmos SSO-C y Emax dan los mejores resultados entre los algoritmos comparados. Se espera que los algoritmos propuestos generen contribuciones significativas para estado del arte.";2019
Universidad Nacional de San Antonio Abad del Cusco;Conversor de voz a texto para el idioma quechua usando la herramienta de reconocimiento de voz KALDI y una red neuronal profunda;Churata Urtado, Ruth Mery;Ingeniero Informático y de Sistemas;Carbajal Luna, Julio Cesar;El conjunto de variaciones en la pronunciación (acentos, velocidad, entonación) que son consecuencia de las variaciones en género, edad y localidad de los locutores, afectan en gran medida en la precisión de un conversor de voz a texto. Es por ello que, en esta tesis se describe la construcción de un conversor de voz a texto de habla continua con un gran vocabulario (LVCSR-Large Vocabulary continuos Speech Recognition) e independiente del locutor, para el idioma Quechua en su variación dialéctica Cusco-Qollao, basado en la herramienta Kaldi y la arquitectura de una Red Neuronal Profunda como clasificador de fonemas dentro del modelo acústico, para lo cual fue necesario la construcción del corpus de voz balanceada en género, a partir de grabaciones hechas a frases inmersas en distintos fuentes textuales, llegando a obtener un total de 18 horas de audio en Quechua. De igual forma, se realizó la construcción de los distintos recursos de voz (Diccionario fonético, fonemas y grandes colecciones de texto) necesarios para la construcción del modelo acústico y de lenguaje. Una vez construido todos los recursos de voz, se continua con el proceso de entrenamiento del modelo acústico basado en un modelo de Red Neuronal Profunda y el modelo Oculto de Markov (Deep Neural Network (DNN)-Hidden Markov Model (HMM)), del mismo modo, el modelo de lenguaje es basado en un modelo de 3-grams. Finalmente, una vez concluido el proceso de entrenamiento, se realiza el proceso de prueba o reconocimiento basado en un conjunto de experimentos con el fin de obtener valores óptimos para los parámetros de la arquitectura DNN, es así que se llegó a obtener una precisión de 59.20%, con la tasa de aprendizaje igual a 0.002, numero de nodos internos igual a 512 y el número de capas internas igual a 3 como parte de los parámetros de la arquitectura DNN dentro del modelo acústico, lo cual es bastante aceptable en comparación a investigaciones con una cantidad de recursos de voz similares.;2019
Universidad Nacional de San Antonio Abad del Cusco;Diseño e implementación de una plataforma IoT para la gestión de los controladores semafóricos en la ciudad del Cusco;Huallpamaita Quispe, José Carlos;Ingeniero Informático y de Sistemas;Pillco Quispe, José Mauro;"En la actualidad, la ciudad del Cusco se enfrenta a la rápida expansión demográfica de la zona urbana y una creciente demanda turística, lo cual, contribuye al aumento de vehículos del parque automotor, agravando los problemas en el ordenamiento vehicular y la falta de sincronización inmediata de los semáforos, genera malestar entre los peatones y usuarios vehiculares por el impedimento de llegar a sus destinos de manera oportuna. Dicha dificultad, implica hacer necesaria la implementación y optimización de los mecanismos que permitan realizar una mejor regulación de la circulación de vehículos, bicicletas y peatones. La presente tesis propone el diseño e implementación de una plataforma de software en base a los conceptos de IoT (Internet of Things o Internet de las cosas), capaz de gestionar en tiempo real la configuración las fases, horarios, ubicación, envío de configuración especial, sincronización de fecha e información de cada intersección; además de permitir la visualización del estado de cada controlador semafórico conectado por parte del personal operario. Los controladores semafóricos quedarían bajo administración de la Municipalidad Provincial del Cusco logrando interactuar, determinar, predecir y actuar en función del contexto de los datos recolectados; para ello se planteó diseñar e implementar una arquitectura que permita el flujo de datos bidireccional en dos fases; la primera con mecanismos que permita a cualquier controlador semafórico ya sea propio o de terceros que cumplan con las especificaciones del protocolo de comunicación MQTT, conectarse y enviar datos, cifrados mediante el protocolo TLS, hacia un servidor de red, mientras que la segunda fase empezará en la recepción de datos por parte servidor de red o bróker (al que llamaremos MQTTServer implementado con Mosca-MQTT en base a Node.js), a partir de este punto se realizará dos procesos en paralelo que completan el flujo de datos de la arquitectura planteada.";2018
Universidad Nacional de San Antonio Abad del Cusco;Arquitectura de interpretación de expresiones comunes de la lengua de señas del Perú al idioma español;Huallpa Vargas, Yuri Vladimir;Ingeniero Informático y de Sistemas;Enciso Rodas, Lauro;La lengua de señas se percibe a través de la vista y requiere el uso de la cabeza, cuello, torso y brazos para transmitir información bajo un espacio temporal. Como cualquier otra lengua el LSP está conformado por una sintaxis, gramática y léxico diferentes del idioma oficial. El 2003 se propuso la iniciativa de educación inclusiva para personas sordas, pero no tuvo un efecto, posteriormente el ministerio de educación MINEDU, cambio el panorama y la ley 29535 dio su reconocimiento a la lengua de señas para la investigación, difusión y enseñanza para personas sordas por intérpretes acreditados. Sin embargo actualmente el LSP se encuentra dentro de las lenguas minoritarias del Perú según la Dirección General de Educación Básica Especial las personas con discapacidad auditiva se ven en la necesidad de aprender esta lengua para interactuar en la sociedad a diferencia del resto de personas que no sufren de esta discapacidad y no tienen la necesidad de aprender esta lengua, por lo que se crea una barrera en la comunicación, pese a las legislaciones del estado es muy común ver la indiferencia a esta comunidad, ya sea voluntaria o involuntariamente. Mediante técnicas de Deep Learning1 se facilita la interpretación del LSP y con una mejora en la tasa de precisi´on2 frente a modelos similares, se construye un traductor unidireccional que permita captar las señas de una persona con un dispositivo e interpretarlas en nuestro idioma. Por otro lado, se genera un dataset de vıdeos de 10 señas almacenados en 100 frames aproximadamente cada uno. El modelo de solución alimenta a la arquitectura con datos generados por un sensor Kinect, el sensor es capaz de generar un video compuesto por tres tipos de datos: frames RGB, Depth3 y Skeleton4, los datos son agrupados según el modelo para extraer las características de cada frame y posteriormente alimentan la parte recurrente encargada de la traducción. Finalmente, nuestro modelo propuesto obtuvo una tasa de exactitud de 99.23 %, una tasa muy aceptable que contribuirá a futuros trabajos dentro de este campo.;2019
Universidad Nacional de San Antonio Abad del Cusco;Propuesta de implementación para la restructuración orgánica de la Dirección de Sistemas de Información de la UNSAAC;Arizabal Vera, Moises Manuel;Ingeniero Informático y de Sistemas;Palomino Olivera, Emilio;La presente tesis tiene el objetivo de elaborar una propuesta de implementación para la restructuración orgánica de la Dirección de Sistemas de Información de la UNSAAC, con el fin de mejorar la calidad de los servicios de TI que se prestan en la UNSAAC, enfocado en la optimización de tiempo en atención de incidentes y requerimientos a través de la especialización de recursos humanos, incorporación de actividades de TI reguladas por el estado incluyendo el control interno para el perfeccionamiento de procesos. Se presentan cambios en la estructura de la Dirección de Tecnologías de la Información (actual Dirección de Sistemas de Información) como la creación de las Unidades Funcionales de: Infraestructura Tecnológica, Sistemas de Información, Soporte y Operación de Infraestructura Tecnológica, Gobierno de Tecnológicas de la Información y Seguridad de la Información, todos estos cambios se basan en el marco de trabajo propuesto por la Agenda Digital Peruana 2.0.;2019
Universidad Nacional de San Antonio Abad del Cusco;Aplicación de técnicas de minería de datos para identificación de patrones de comportamiento de las variables de proceso de generación y distribución de energía eléctrica, para la empresa Egemsa;Lavilla Alvarez,Vanesa;Ingeniero Informático y de Sistemas;Villafuerte Serna, Rony;"La revolución digital ha permitido que la captura de datos sea fácil, cada momento gran cantidad de datos son recogidos y almacenados en bases de datos a cada instante, y las herramientas tradicionales no son las adecuadas para procesarlas. La Minera de Datos (Data Mining) es un conjunto de técnicas y tecnologías que permiten explorar grandes bases de datos, de manera automática o semiautomática, con el objetivo de extraer conocimiento útil y comprensible. En el momento que se le atribuye algún significado a los datos estos pasan a convertirse en información. Las series temporales o series de tiempo es una colección de observaciones de una variable recogidas secuencialmente en el tiempo. La Minera de Datos Temporal (Temporal Data Mining, TDM), es la Minera de Datos para series temporales, que está compuesta por métodos que son capaces de caracterizar series temporales con distintas características fuera de los tradicionales. La Empresa de Generación Eléctrica Machupicchu S.A. (EGEMSA), a través del Sistema de Supervisión, Control y Adquisición de Datos (SCADA) va generando gran cantidad de datos y estos son almacenados en su servidor histórico, estas se almacenan por un tiempo aproximado de 3 meses y luego se eliminan, los datos relevantes se guardan en cuaderno de registro de eventos o en hojas de Excel. El sistema SCADA recibe las señales de los distintos sensores y medidores de campo (voltímetros, capacimetros, amperímetros, medidores de caudal, sensores de temperatura), a estas señales las denominaremos Variables de proceso de generación y distribución de energía eléctrica. La presente investigación busco primero extraer las variables de proceso de forma segura sin vulnerar la seguridad de la red SCADA; segundo, se implementó una Base de Datos Histórica para las variables de proceso de generación y distribución; tercero, se aplicó Técnicas de Minera de Datos Temporales (TDM) y expresiones regulares para encontrar características y patrones de comportamiento; cuarto, se aplicó clustering (técnica descriptiva de DM) con el _n de ayudar a interpretar con ayuda de la estadística descriptiva los patrones; y por último se entregó los resultados a la empresa para la toma de decisiones frente a eventualidades y planificación de mantenimientos preventivos. Para el trabajo de investigación, se utilizó la metodología CRISP-DM, ya que es un método muy utilizado y que nos permitió la flexibilidad de avanzar o retroceder en sus distintas fases";2019
Universidad Nacional de San Antonio Abad del Cusco;Software multiplataforma para restaurantes utilizando tecnologías híbridas Node.Js, Electron.Js y React Native;Muñiz Huamán,Omar Alexander;Ingeniero Informático y de Sistemas;Villafuerte Serna, Rony;En la actualidad existen diversas maneras de desarrollar software, con diferentes lenguajes de programación, en diferentes plataformas (escritorio, web y móvil), algunas tecnologías muchos más versátiles que otras en relación a la facilidad de aprendizaje, a la sintaxis simple del lenguaje, entre otros aspectos. Esto hace que el proceso de desarrollo de software sea complejo o simple dependiendo de la tecnología que se quiera usar. En muchos casos se requiere desarrollar software donde se vinculan plataformas no solo en un entorno de escritorio sino también un entorno web y móvil, es por ello que bajo esa premisa surge las tecnologías híbridas que orientan el proceso de desarrollo de software a una actividad mucho menos compleja ayudando en la reducción de los tiempos de desarrollo, depuración de errores, soporte amplio de librerías para ejecutar cualquier proceso entre otros aspectos. Un caso práctico para observar la funcionalidad, potencialidad y robustez de las aplicaciones híbridas está planteado en los sistemas para restaurantes en donde interactúan varias plataformas y por lo cual las tecnologías híbridas encajan de manera perfecta para este caso en particular. Por una parte, para el software de restaurantes, es necesario un sistema de escritorio para la parte administrativa, en donde se tiene un controlador principal que es una aplicación que servirá para el mantenimiento de los procesos del restaurante tales como el registro de productos, registro de sucursales, registro de mesas, actualizaciones de los registros, generación de documentos (recibos, tickets), control de peticiones entre otros que engloban en si la parte administrativa. Junto con ello la misma funcionalidad del sistema de escritorio, debe estar desplegado hacia el entorno web, de tal manera que los administradores del restaurante puedan tener un control de todos los movimientos de entrada y salida que genera el restaurante sin necesidad de estar presente físicamente en el lugar donde se encuentra instalado el software.Por último, para automatizar la toma de pedido a los comensales es necesario disponer de una aplicación móvil que hará el proceso de registro de un pedido el cual involucra la cantidad de platillos pedidos por comensal, el precio de cada platillo, combinaciones y fusiones de platillos, generación de comandas con recibos físicos para la cocina, bar y otras secciones del restaurante. Por todos los puntos mencionados el modelo de negocio de un restaurante es complejo a la hora del desarrollo puesto que se debería En la actualidad existen diversas maneras de desarrollar software, con diferentes lenguajes de programación, en diferentes plataformas (escritorio, web y móvil), algunas tecnologías muchos más versátiles que otras en relación a la facilidad de aprendizaje, a la sintaxis simple del lenguaje, entre otros aspectos. Esto hace que el proceso de desarrollo de software sea complejo o simple dependiendo de la tecnología que se quiera usar. En muchos casos se requiere desarrollar software donde se vinculan plataformas no solo en un entorno de escritorio sino también un entorno web y móvil, es por ello que bajo esa premisa surge las tecnologías híbridas que orientan el proceso de desarrollo de software a una actividad mucho menos compleja ayudando en la reducción de los tiempos de desarrollo, depuración de errores, soporte amplio de librerías para ejecutar cualquier proceso entre otros aspectos. Un caso práctico para observar la funcionalidad, potencialidad y robustez de las aplicaciones híbridas está planteado en los sistemas para restaurantes en donde interactúan varias plataformas y por lo cual las tecnologías híbridas encajan de manera perfecta para este caso en particular. Por una parte, para el software de restaurantes, es necesario un sistema de escritorio para la parte administrativa, en donde se tiene un controlador principal que es una aplicación que servirá para el mantenimiento de los procesos del restaurante tales como el registro de productos, registro de sucursales, registro de mesas, actualizaciones de los registros, generación de documentos (recibos, tickets), control de peticiones entre otros que engloban en si la parte administrativa. Junto con ello la misma funcionalidad del sistema de escritorio, debe estar desplegado hacia el entorno web, de tal manera que los administradores del restaurante puedan tener un control de todos los movimientos de entrada y salida que genera el restaurante sin necesidad de estar presente físicamente en el lugar donde se encuentra instalado el software. Por último, para automatizar la toma de pedido a los comensales es necesario disponer de una aplicación móvil que hará el proceso de registro de un pedido el cual involucra la cantidad de platillos pedidos por comensal, el precio de cada platillo, combinaciones y fusiones de platillos, generación de comandas con recibos físicos para la cocina, bar y otras secciones del restaurante. Por todos los puntos mencionados el modelo de negocio de un restaurante es complejo a la hora del desarrollo puesto que se debería;2019
Universidad Nacional de San Antonio Abad del Cusco;Desarrollo de un aplicativo para reportar incidentes en el distrito del Cusco para la oficina de catastro de la Municipalidad Provincial del Cusco;Ergueta Huanca, Jorge Edison;Ingeniero Informático y de Sistemas;Villafuerte Serna, Rony;El presente trabajo de tesis busca desarrollar un aplicativo móvil cuyo propósito es generar un apoyo a la oficina de catastro y por ende a la Municipalidad del Cusco, mediante el almacenamiento de reportes de incidentes, que a su vez apoyados con la retroalimentación de los ciudadanos sirva para un análisis de datos temporales o como recolección de quejas de ciudadanos. La metodología del desarrollo del proyecto es la explicativa y junto a las tecnologías actuales se busca realizar un aplicativo cuyas características no solo satisfagan al usuario final o el ciudadano, sino también analizar ciertos parámetros para el valor de dichos reportes, los cuales buscan una mejor en cuanto a reportes de incidentes se trata. El desarrollo metodológico para este aplicativo está compuesto por el marco de trabajo SCRUM, este marco esta acoplado con la metodología UCD los cuales mezclan parámetros iterativos para corregir errores y sobrepasarlos a medida que se hace las verificaciones de la mano con el usuario final, esto no solo ayudara en la parte de realizar un aplicativo móvil a la medida del usuario, sino que también prioriza la usabilidad y funcionabilidad del mismo aplicativo. La información de los reportes de incidentes será almacenada en la base de datos del mismo servidor de la Municipalidad del cusco para la oficina de catastro, esta información, mediante las responsabilidades de la misma oficina será distribuidas a las gerencias correspondientes para el trato de los incidentes en caso sean reales o serios. El aplicativo móvil deberá apoyar a la oficina de catastro en el almacenamiento de la información distinguiendo del tipo de incidente y su ubicación, estos datos podrán determinar tomas de decisiones en torno a zonas o lugares específicos de acuerdo al reporte. Es claro que las prioridades de los reportes son relacionadas con los catastrales, sean de edificaciones o alteraciones de patrimonio, pero fundamentado por la estructura orgánica del municipio es que se ve por conveniente aceptar los reportes de los distintos tipos de incidentes los cuales servirán para la Municipalidad como el conjunto de gerencias que la conforman.;2019
