Universidad;Titulo;Autor;Grado;Asesor;Resumen;Año
Universidad Nacional Mayor de San Marcos;Pronóstico del gasto medio por turista en España mediante el uso de series temporales;Nolasco Palomino, Evelyn Yanela;Licenciada en Estadística;Molina Quiñones, Helfer Joel;Este trabajo tiene como objetivo encontrar un modelo apropiado para realizar los pronósticos del gasto medio por turista en España, se extrajo los datos de la Encuesta de Gasto Turístico Egatur de enero 2016 a marzo 2020. Para todo el procedimiento se utilizará la metodología de Box Jenkins, y se hizo la división de la serie de enero 2016 a diciembre 2018 (train) y de enero 2019 a marzo 2020 (test). Cabe resaltar que la codificación se realizó con el software RStudio versión 4.0.2. Después de haber seguido todos los pasos de la metodología de Box Jenkins, se identificó que el mejor modelo para predecir la serie de tiempo fue un modelo SARIMA(0,1,1)(1,1,0)12 , se realizó la validación del modelo, es decir se aplicaron las pruebas de hipótesis para verificar la aleatoriedad, normalidad, independencia y homocedasticidad. En primera instancia, se pronosticó el gasto medio de abril 2019 a marzo 2020, y con ello se hizo la evaluación de los pronósticos (test), en la cual se obtuvo el Error Medio Cuadrático (EMC) de -16.11, el Porcentaje de Error Medio Absoluto (PEMA) de 1.63% y el Porcentaje Medio del Error (PME) de -1.48%. Palabras clave: Series de tiempo, Gasto por Turista, Box Jenkins, SARIMA, autocorrelaciones.;2022
Universidad Nacional Mayor de San Marcos;Implementación de redes neuronales artificiales para regresión en predicción de volumen de pedidos de textiles de moda;Quispe Mamani, Nestor;Licenciado en Estadística;Roque Paredes, Ofelia;"En el mercado creciente de comercialización de sector textil en el emporio comercial de Gamarra, la Empresa Textil representa un sector muy importante que provee materia prima a la industria nacional dedicado a confección textil; con el pasar de los años las empresas más influyentes que se dedican a comercializar textil, han experimentado cambios trascendentales en su modelo de negocios por la propia dinámica y acceso a la información acelerada de los clientes y otros proveedores similares, en particular, de todo conglomerado del sector textil, nos enfocaremos en una empresa comercializadora de productos de textiles importados. Existen innumerables problemas y necesidades a resolver, en donde entra a tallar la importancia del uso de herramientas y técnicas de análisis de datos el cual esté enfocado en generar indicadores que ayuden en optimización de procesos operativos; en ese sentido existe la carencia de indicadores que respalden en la toma de decisiones del volumen de pedidos del tipo de productos, el tiempo prudente de permanencia del stock en almacén antes de sufrir desfase de moda, para resolver los requerimientos se usará estudios de machine learning con técnicas predictivas.";2022
Universidad Nacional Mayor de San Marcos;Segmentación de la cartera de clientes de una empresa textil del Perú en el año 2022;Buleje Calderón, Wilder Wilfredo;Licenciado en Estadística;Roque Paredes, Ofelia;Para una empresa textil líder de mercado en el rubro femenino es de suma importancia tener buenas estrategias de marketing que le permitan realizar mejor toma de decisiones con cada uno de los clientes, sobre todo que nos encontramos en épocas donde las expectativas de consumidor están variando constantemente, por ello es importante tener conocimiento del comportamiento de la cartera de clientes. Ante ello se realiza una segmentación en la cartera de clientes con el fin de agruparlos por características similares de comportamiento haciendo uso de técnicas del análisis de conglomerados como Pam, Dbscan y Fuzzy Clustering. Estás técnicas son utilizadas debido a que la información con la que se encuentra posee datos atípicos, además, esta segmentación se da en 3 fases donde se hace uso de indicadores de validación clúster con el fin de llegar a una óptima segmentación y/o agrupamiento en la cartera de clientes y en aras de llegar a la mejor toma de decisiones.;2022
Universidad Nacional Mayor de San Marcos;Distribución de camas hospitalarias en un centro de salud mediante la técnica de Machine Learning;Pizarro Castro, Karen Genesis;Licenciada en Estadística;Roque Paredes, Ofelia;"Propone el modelo de clusterización cuyo propósito es segmentar de manera eficiente las camas hospitalarias en base a las mediciones del servicio con el objetivo de realizar la asignación correcta a los
encargados especializados de dichos servicios. El modelo propuesto fue elaborado a través del Análisis Clúster con la técnica de K-means, donde se realizó la formación de cuatro conglomerados que permitió visualizar las diferencias de mediciones en cada conglomerado; asimismo, el modelo fue validado por validación interna donde se sustenta que el tamaño de clústeres sugerido por el modelo era adecuada. Finalmente, se implementó el modelo en el Área de Informática y brindada a la Unidad de Logística con el objetivo de realizar una correcta asignación del recurso biomédico a los servicios de hospitalización. Adicionalmente se capacito a fin de que el área usuario tengo conocimiento y comprenda los resultados que se obtengan.";2022
Universidad Nacional Mayor de San Marcos;Modelo predictivo espacial con el método Kriging ordinario aplicado a la estimación del número de frutos en el cultivo de mandarina en la empresa Camposol;Caballero Rodriguez, Kenny Mayer;Licenciado en Estadística;Roque Paredes, Ofelia;Aplica el enfoque espacial para construir un mapa predictivo mediante el método Kriging. Para ello, estudia como es la variabilidad en la zona donde vamos a predecir (zonas donde se concentran, plantas con altas cargas y bajas). El método estimará el número de frutos promedio por planta en las parcelas ubicadas entre Viru y el valle de Chao, La Libertad, buscando zonificar las parcelas mediante el número de fruto promedio.;2021
Universidad Nacional Mayor de San Marcos;Validez y fiabilidad del test de personalidad NEO-FFI en estudiantes de una universidad pública;Ramos Miranda, Jaime Franco;Licenciado en Estadística;Camones Gonzales, Fernando Cesar;"Evalúa la validez y fiabilidad del test de personalidad NEO-Five Factor Inventory (NEO-FFI) en estudiantes de una universidad pública en el contexto actual de pandemia por COVID-19. Para hacer esta evaluación se hizo el Análisis Factorial Confirmatorio, ésta técnica multivariante permite poner a prueba de manera objetiva la teoría conceptual del modelo de los ""Cinco Grandes"" en que se basa el instrumento de medición mediante la estimación y uso de los parámetros en un modelo de medición. Se halló que el neuroticismo, la extraversión, la apertura a la experiencia, agradabilidad y responsabilidad como factores de personalidad tienen niveles adecuados de fiabilidad simple y compuesta, además tienen niveles adecuados de validez convergente y discriminante en la población de estudiantes de una universidad pública peruana en el contexto actual de pandemia por COVID-19.";2022
Universidad Nacional Mayor de San Marcos;Factores psicosociales y estrés en los trabajadores de una empresa de Lima Metropolitana, 2020;Gutiérrez Valverde, Alejandro Augusto;Licenciado en Estadística;Fiestas Flores, Roberto Carlos;"Establece un modelo para explicar el estrés en función de los factores de riesgos psicosociales, el modelo se estableció según los modelos teóricos planteados, tales como el desbalance del esfuerzo, recompensas, demandas en el trabajo y control sobre el trabajo, incluidos en los cuestionarios utilizados, así como en los antecedentes de estudios revisados. Se implementó un modelo con ecuaciones estructurales en base a la información de estrés y riesgos psicosociales hecha con 305 trabajadores de una empresa de Lima Metropolitana, se utilizó una adaptación de la Batería de Riesgos Psicosociales de Faulkner, Vargas, Villalobos y Rondón. En función de la bondad de ajuste de los indicadores, se rechazó el modelo inicialmente planteado, pero en el segundo modelo los indicadores mejoraron significativamente (C.F.I.=1,000 T.L.I.= 1,000; RMSEA = 0,078(0.073-0,083)), se afirmó que algunas formas especificadas del estrés son explicadas por los riesgos psicosociales, como son el control sobre el trabajo, relaciones sociales en el trabajo y demandas laborales, la incorporación de estos dominios fue lo esperado en modelo, esto en concordancia con los resultados de los antecedentes, la eliminación del dominio recompensas fue algo inesperado, debido a que en investigaciones antecedentes esta si tuvo asociación con el estrés.";2021
Universidad Nacional Mayor de San Marcos;Clasificación de niveles de seguridad de información con relación de buenas prácticas empleando el algoritmo de árboles de clasificación en las organizaciones peruanas;Toledo Benavides, Beatriz;Licenciada en Estadística;Robles Villanueva, Oscar Antonio;"La gestión de seguridad de información se ha convertido en una función esencial dentro de
las organizaciones pues a través de ella se protege adecuadamente uno de los recursos más
importantes que tiene una organización: la información. En una situación extrema una
organización sin información no podría continuar brindado sus productos y/o servicios, en una
situación intermedia, perdiendo la confidencialidad o integridad de información cualquier
organización tardaría en continuaar tomando decisiones o brindando sus productos o servicios, la
dependencia de la información es muy grande, más aún en aquellas organizaciones que tienen una
altísima dependencia de información digital y hacen un uso intensivo de tecnologías de la
información. Por otra parte, tenemos que las buenas prácticas de gestión de seguridad de
información pueden ser muy variadas y de diversa índole, lo cual incluye, por ejemplo, efectuar
análisis y evaluación de riesgos de seguridad de información, contar con un área especializada de
seguridad de información, obtener el compromiso de la alta dirección, entre otros. Dichas buenas
prácticas permiten incrementar los niveles de seguriadd de la informaciión, sin embargo, no
sabemos de manera objetiva cuál de estas buenas prácticas es más preponderante con relación a
dichos niveles. Por lo anterior, es que M&T International, como empresa especializada en brindar
servicios de seguridad de la nformación, con mas de 14 años en el mercado, considera fundamental
conocer cuál o cuáles de las buenas prácticas en gestión de la seguridad de información tiene mayor
relación con los niveles de seguridad de información que una organización puede lograr.
El objetivo del presente trabajo es conocer a través de la aplicación de árboles de decisión
la clasificación de las organizaciones peruanas en los niveles de seguridad de información,
teniendo en cuenta 7 prácticas de gestión de la seguridad de información que tienen hoy en día las
organizaciones peruanas. Para ello se consideró conveniente realizar una encuesta a nuestros
clientes a nivel nacional, tanto entidades públicas y privadas, donde se evaluaron 7 buenas
prácticas que consideramos esenciales (variables independientes) y puedan explicar, como ya se
mencionó aplicando árboles de clasificación, el nivel de seguridad de información que alcanzan
estas organizaciones, estos niveles se categorizan en 1) baja seguridad, 2) mediana seguridad y 3)
alta seguridad. Así, por ejemplo, en nuestra experiencia hemos conocido que los bajos niveles de
seguridad de información traen como consecuencia la fuga o perdida de información de la empresa 
ocasionando consecuencias financieras, pérdida de imagen para la organización, demandas legales,
afectación a la provisión o continuidad del ofrecimiento de productos y/o servicios, entre otras
consecuencias e impactos negativos. Los resultados, producto del análisis de esta encuesta será de
gran utilidad para la toma de decisiones en la empresa respecto a los servicios de consultoría que
ofrece, asimismo, de mucha utilidad para nuestros clientes a causa de que se les compartirá los
resultados de este trabajo.";2021
Universidad Nacional Mayor de San Marcos;Segmentación de clientes en un supermercado según su comportamiento de compras;Sánchez Rivera, Diana Guadalupe;Licenciada en Estadística;Huamán Gutiérrez, Zoraida Judith;"El presente trabajo tiene como objetivo determinar grupos de clientes en la empresa para aplicar
un marketing focalizado y programas de fidelización. Una adecuada segmentación proporciona un
mejor entendimiento sobre cada grupo de clientes dando a la empresa una mejor visión para el
otorgamiento de sus productos y que generen mayor valor. Para la realización del objetivo, se
realizará el algoritmo de clasificación no supervisada de k-means siguiendo los pasos principales
como estableciendo el valor de k, asignando los centroides más cercanos a los datos y actualizando
hasta que los centroides se establezcan, junto a este método se analizó la técnica de RFM para
estudiar el comportamiento del cliente con sus tres variables principales Recencia: Periodo desde
la última compra, Frecuencia: Número de compras realizadas en el último periodo y Monetario:
dinero gastado durante un cierto periodo. Los resultados ayudaran a crear segmentos de
clientes efectivos a conocer mejor a los clientes mediante su comportamiento de compras y poder
otorgarles mejores beneficios y ofertas de campañas.";2021
Universidad Nacional Mayor de San Marcos;Clustering de clientes de un grupo de e-Marketplaces del Perú;Billadoni Villavicencio, Majorie Denisse;Licenciada en Estadística;Pomalaya Verástegui, Ricardo Luis;"El crecimiento exponencial de los e-maketplaces en el Perú junto a la relevancia de los datos
transaccionales que se generan con cada compra, hace que cada vez más profesionales de las áreas
comerciales y de marketing estén interesados y se encuentren en la necesidad de descubrir los
patrones ocultos tras los comportamientos de compra de los clientes, los cuales son utilizados
posteriormente para fijar estrategias que sigan beneficiando al crecimiento de este sector.
El presente trabajo presenta, en esencia, la aplicación del algoritmo de clusterización bietápica
sobre un conjunto de datos que reúne las características de compra de clientes de cuatro emarketplaces del Perú que realizaron transacciones durante los meses de mayo, junio y julio de
2021. El dataset utilizado consistió de un total de 35,881 clientes y se consideró una variable
cuantitativa: Recencia, y dos cualitativas: NombreDePago y Marketplace.
Tras la aplicación se encontró una agrupación aceptable de la que resultaron dos clústeres: el
primero conformado por el 31% de clientes y el segundo, por el 69% restante. Se describió el perfil
del cliente tipo de cada uno de los clústeres y se propusieron estrategias comerciales y de marketing
que serán de gran valor para impulsar el crecimiento de las ventas.";2021
Universidad Nacional Mayor de San Marcos;Estimación del modelo VAR para el análisis del ingreso laboral del trabajo y dinámica de las variables macroeconómicas en la población económicamente activa del Perú: 2011 - 2019;León Lucas, Pedro Fidel;Licenciado en Estadística;Roque Paredes, Ofelia;"Banco Azteca Perú es una empresa de Grupo Salinas, un grupo empresarial dinámico con alto
crecimiento y tecnología de punta, enfocado en crear valor para inversionistas, desarrollar
negocios y mejorar la sociedad, que contribuye a construir la clase media en la comunidad. A
través de la excelencia. El banco apunta al sector de bajos ingresos, que representa alrededor del
70% de la población que tradicionalmente no cuenta con servicios bancarios,es por ello que se
desea realizar una análisis del ingreso laboral del trabajo y las variables macroeconomicas, para
evaluar las fluctuaciones, nivel de incertidumbre y su correlación en el dinamismo de la economía
en nuestro país. Es muy importante analizar el ingreso laboral del trabajo, ya que es un insumo que
constituye el medio estadístico más oportuno que dispone el país, para la obtención de información
estadística, social, demográfica y económica, proveniente de los hogares y las variables
macroeconómicas que nos permite conocer el impacto, el crecimiento económico capturando los
choques de oferta o choques de demanda. Es por ello que nos basaremos en el uso de los modelos
VAR propuesto por Christopher Sims (1980).";2021
Universidad Nacional Mayor de San Marcos;Árboles de regresión para el análisis de rating de avisos publicitarios del sector automotriz;Palomino Mezones, Milagros Doris;Licenciada en Estadística;Fiestas Flores, Roberto Carlos;"En la actualidad el mercado del sector automotriz está en crecimiento. La Asociación Automotriz
del Perú, resalta el incremento en la venta de vehículos nuevos al cierre del primer semestre del
2021, pese a que este sector fue duramente golpeado con la pandemia hoy en día viene
recuperándose y es una buena oportunidad para que la agencia de marketing optimice la compra
de espacios publicitarios en el medio de televisión abierta, ya que, según un informe de la
Asociación de Agencias de Marketing, Televisión es el medio con mayor inversión publicitaria.
Este trabajo de suficiencia profesional tiene como objetivo identificar un modelo estadístico para
la toma de decisiones e identificar las variables más importantes a la hora de definir el rating. En
la validación de datos se obtuvo que el coeficiente de determinación para la data de testeo fue de
0.77 y el RMSE 0.51. El mejor bloque para trasmitir los avisos publicitarios son el Estelar y
Nocturno. En cuanto a variables más importantes encontramos la inversión, bloque horario, canal
y genero de programa.";2021
Universidad Nacional Mayor de San Marcos;Redes neuronales para la predicción del índice de audiencia en televisión abierta de una agencia de medios, Perú 2021;Castillo Boggiano, Brenda Guadalupe;Licenciada en Estadística;Huamán Gutierrez, Zoraida Judith;"Los medios de comunicación son una ventana de muchas marcas para llegar a sus potenciales
clientes. A nivel de medios estos se clasifican en 2 grandes grupos, medios tradicionales tales como
televisión abierta, televisión de cable, impresos, radio y como segundo grupo los medios digitales
siendo este último el que tiene un crecimiento exponencial no solo en inversión de marcas sino
también en penetración de usuarios, más personas son las que utilizan este medio. Ante la crisis
sanitaria que se atraviesa a nivel mundial y las consecuencias que la pandemia trajo consigo como
el confinamiento obligatorio como parte de la prevención, se vio como el consumo de televisión
abierta aumento en más del 40%.
Por ello la necesidad del presente trabajo de investigación por la audiencia de cierto público
objetivo en este medio, a través de redes neuronales se pronosticó el índice de audiencia, Rating,
de canales de televisión abierta y que bloque horario serían los más recomendables para nuestra
planificación de medios.";2021
Universidad Nacional Mayor de San Marcos;Modelo de Box-Jenkins para el pronóstico de la recaudación de ingreso de la genérica 1.3 de una entidad pública, 2017 – 2021;Roque García, Averly David;Licenciada en Estadística;Molina Quiñones, Helfer Joel;"El presente trabajo tuvo como finalidad determinar un modelo adecuado de serie de tiempo, el cual
permita describir y pronosticar los ingresos mensuales que genera la entidad pública, en la genérica
de ingreso 1.3 por concepto de venta de servicios, bienes y derechos administrativos, cuyos
registros fueron obtenidos del Sistema Integrado de Administración Financiera (SIAF SP). Para
tal fin se recurrió a la utilización de la metodología de Box-Jenkins, para identificar el modelo
óptimo que permita explicar los registros obtenidos y el pronóstico para los meses de julio a
diciembre del año 2021. Finalmente se concluye que el mejor modelo evidenciado es el ARIMA
(1,1,2).";2021
Universidad Nacional Mayor de San Marcos;Redes neuronales artificiales para el análisis de inversión publicitaria de entidades financieras en el periodo 2015 – 2019;Albornoz Irribarren, Miner Antonio;Licenciado en Estadística;Fiesta Flores, Roberto Carlos;"En esta investigación se realizó el modelamiento de series de tiempo univariada procedentes de
procesos estocásticos, mediante un enfoque no paramétrico utilizando redes neuronales.
Especialmente se busca la modelización univariada de la inversión mensual de publicidad de una
entidad financiera de enero 2015 a diciembre 2019. Los resultados en la estimación y pronósticos
fueron evaluados mediante diversos indicadores basados en el análisis del residuo, obteniendo
como resultado que la serie ajustada presenta mejores predicciones (AIC de la serie ajustada < AIC
de la serie Original) que la serie original, por tal motivo es de mucha importancia hacer el
tratamiento adecuado a la data original para obtener mejores pronósticos. Por otro lado, las
entidades financieras (BBVA, BCP, Interbank y Scotiabank) obtuvieron un criterio de información
de Akaike (AIC) de 502.674, 502.067, 502.377 y 502.85 de la serie original y 502.3, 370.07,
254.338 y 502.134 de la serie imputada. Además, el trabajo presenta el desarrollo teórico de los
modelos de Redes Neuronales Artificiales como una introducción y continúa con la metodología
de redes neuronales aplicados a series de tiempo multivariadas, incluyendo los métodos de
evaluación y contraste.";2021
