Universidad;Titulo;Autor;Grado;Asesor;Resumen;Año
Pontificia Universidad Católica del Perú;Diseño de un mecanismo de medición del nivel de cumplimiento de la implementación de gobierno digital en los gobiernos locales del Estado peruano;Chacon Dominguez, Karina Elizabeth;Ingeniero Informático;Aguilera Serpa, César Augusto;El Poder Ejecutivo, ante el fomento de la modernización de la Administración Pública mediante el uso de las Tecnologías de Información y Comunicación (TIC), aprobó la Ley de Gobierno Digital, por medio del Decreto Legislativo № 1412, que implica la implementación de un Plan de Gobierno Digital, instrumento que señala cómo se desarrollarán las directivas y lineamientos de Gobierno Electrónico (e-Government), que dispone la Secretaria de Gobierno Digital (SEGDI). Para lograr esta transformación digital, el Estado Peruano está promoviendo desde hace algunos años que sus dependencias desplieguen iniciativas de e-Government, a través de la Política Nacional de Gobierno Electrónico establecidas por la SEGDI, con el fin de ofrecer servicios basados enteramente en estas tecnologías y en beneficio de los ciudadanos. Como parte de esta reingeniería, y según la regulación será necesario que se cuente con métodos y herramientas de evaluación que permitan conocer el grado de cumplimiento, avance o progreso de la implementación de Gobierno Electrónico en sus entidades públicas, para cumplir con las nuevas directivas nacionales sobre e-Government. El cumplimiento de este marco regulatorio no especifica ninguna metodología o herramienta que ayude a medir el nivel de cumplimiento, avance o progreso de la implementación de los objetivos de e-Government. Por lo tanto, bajo este contexto, se presenta como alternativa de solución al problema identificado, el diseño de una herramienta de medición que permita identificar los avances de implementación de gobierno electrónico. Esta herramienta está basada en una revisión de la literatura existente y en el análisis de las mejores prácticas usadas hasta el momento, con el uso de esta herramienta se podría identificar el estado actual de las estructuras y servicios de gobierno electrónico al interior de las instituciones públicas, así como verificar el cumplimiento regulatorio, para posteriores reajustes. El Proyecto propone dos pruebas piloto en dos gobiernos locales.;2019-11-28
Pontificia Universidad Católica del Perú;Implementación de un sistema de recomendación de medicamentos en base a la naturaleza del paciente geriátrico;Montalvo Luján, Lourdes Giannina;Ingeniera Informático;Ríos Alejos, Luis Esteban;"El presente proyecto de tesis desarrolla la implementación de un sistema de recomendación de medicamentos en base a la naturaleza del paciente geriátrico. Las personas geriátricas enfrentan problemas de salud, principalmente con enfermedades crónicas como hipertensión, diabetes, osteoartritis, entre otros, que requieren continuo tratamiento. 
La prescripción de múltiples medicamentos es una práctica común en este grupo de personas, en ese sentido aumenta el riesgo de interacciones farmacológicas no deseadas o peligrosas. Al aumentar la cantidad de medicamentos crece constantemente la probabilidad de padecer interacciones medicamentosas. Por lo tanto, es deseable tener sistemas de soporte médico que digieran todos los datos disponibles y adviertan sobre posibles interacciones de acuerdo al perfil médico del paciente. 
El sistema de recomendación desarrollado toma en cuenta las enfermedades preexistentes del paciente geriátrico, los síntomas actuales y verificación de interacciones farmacológicas. Este proyecto se inició con la construcción del simulador del paciente geriátrico basado en una red bayesiana, el cual incluye los antecedentes médicos del paciente, como punto de partida; los medicamentos a recomendar y por último el diagnóstico actual del paciente definido por el médico. Seguidamente, el desarrollo de un algoritmo genético se utilizó junto con el simulador del paciente para obtener la mejor combinación de medicamentos utilizando una función costo que optimiza la ausencia de los síntomas. Por último, el desarrollo de un sistema web consolidó todo lo construido anteriormente para que pueda ser utilizado por el usuario médico. 
Con ello se incluye un aporte a la mejora de la calidad de vida de los pacientes adultos mayores; con mayor énfasis, en brindar soluciones individualizadas, según su situación particular.";2019-11-26
Pontificia Universidad Católica del Perú;Implementación de un algoritmo memético para optimizar la carga de hornos para la producción de sanitarios;Palomares Melgarejo, Natalia Gabriela;Ingeniero Informático;Cueva Moscoso, Rony;"La continua competencia entre las empresas del sector fabricación de cerámicos y sanitarios ha hecho que estas busquen mejorar su calidad y su eficiencia, en el proceso productivo, para aumentar sus ganancias y reducir pérdidas. Una de las formas en que esto se ha manifestado es mediante el uso de soluciones informáticas. Sin embargo, aunque estas se enfocan en varios aspectos como la gestión de personal, almacenes, registros de ventas, entre otros, dejan un vacío en la optimización de las etapas del proceso de fabricación en sí. 
Tal es el caso de la fase de cocción, que tiene una larga duración y carece de una estrategia para la selección óptima de piezas que serán cargadas en el horno, ocasionando un cuello de botella en el proceso. La variedad de modelos a elaborar, la cantidad de piezas que los componen, los colores, así como la demanda, las restricciones de peso y volumen (de las vagonetas y hornos), dificultan la selección de piezas. 
Este problema no solo se presenta en el sector fabricación de sanitarios, sino también en otros, donde se manufacturan y ensamblan productos compuestos por varias partes, razón por la cual se han realizado varias investigaciones para desarrollar soluciones basadas en algoritmos que generen buenos resultados en tiempos razonables. 
La clase de algoritmos más usados en estos casos son los metaheurísticos y, dentro de esta categoría, el algoritmo genético debido a su simplicidad. Sin embargo, en investigaciones recientes se ha visto que los algoritmos meméticos generan buenas soluciones en un número menor de evaluaciones y con mejor calidad. 
Tomando en cuenta lo mencionado anteriormente, este proyecto de fin de carrera tuvo como objetivo: diseñar e implementar un algoritmo memético que genere una selección de piezas priorizando aquellas que aprovechen la capacidad de peso y volumen de hornos y vagonetas, considerando la demanda de los sets de productos. Este algoritmo luego fue calibrado para mejorarlo y finalmente se lo comparó con el algoritmo genético para determinar cuál de ellos es el mejor para este tipo de problemas.";2019-10-28
Pontificia Universidad Católica del Perú;Inferencia de interacciones causales génicas usando técnicas basadas en Manto de Markov;Del Río Cárdenas, Sergio Andrés;Ingeniero Informático;Villanueva Talavera, Edwin Rafael;"Conocer cómo interactúan los genes en las células es un objetivo importante en biología y medicina. Este conocimiento permitiría la creación de terapias celulares precisas para corregir disfunciones de los mecanismos moleculares detrás de condiciones patológicas como el cáncer [1,2]. El estudio de estas interacciones ha sido realizado tradicionalmente por medio de experimentos que involucran perturbaciones a los sistemas celulares, y con ello una alta demanda de tiempo y mano de obra. La premisa común para realizar estos costosos experimentos de intervención es que ellos permiten detectar relaciones de causalidad entre genes sin ambigüedad, a diferencia de realizar únicamente observaciones en los sistemas celulares que no permitirían distinguir de forma confiable relaciones causales de correlaciones estadísticas generadas indirectamente por mecanismos no observados. En redes génicas, es necesario distinguir entre una causa de un efecto y el efecto de una causa, ya que esto permitiría saber cómo funciona la regulación génica en las células. 
No obstante, Maathius et al. [6] demostró que inferir relaciones causales en redes moleculares es posible usando datos de observaciones de los componentes del sistema (genes) y una metodología de análisis de datos. Estos trabajos generaron interés en el tema motivando diversos trabajos en consecuencia con el enfoque de estadística inferencial y causalidad. Sin embargo, las metodologías propuestas incorporan fuertes consideraciones en los modelos, como aciclicidad de las interacciones y gausianidad en los niveles de expresión de los genes, consideraciones que son biológicamente cuestionables, así como un elevado costo computacional para su procesamiento. 
Es en dicho contexto donde el presente proyecto propone aplicar un enfoque basado en Aprendizaje Máquina (AM). Este campo estudia cómo generar modelos que aprendan a discriminar objetos o instancias en categorías o clases conocidas, con base a un conjunto de instancias ya clasificadas (datos de entrenamiento). La idea de usar Aprendizaje Máquina en la detección de interacciones causales entre genes es aprender las diferencias mínimas que puedan existir dentro de las observaciones temporales de las expresiones de los genes que pueden caracterizar comportamientos causales entre genes. 
Sin embargo, al aplicar Aprendizaje Máquina en problemas de alta dimensionalidad como el descrito, es común hallar un alto costo computacional para su ejecución, lo cual genera la necesidad de métodos de reducción de dimensionalidad. En el presente proyecto se propone investigar un enfoque basado en el concepto de Manto de Markov (MM), cuyos estimadores han probado ser teóricamente óptimos para la detección del conjunto de variables causalmente relevante respecto a una variable de interés.";2019-10-23
Pontificia Universidad Católica del Perú;Implementación de un sistema de información para la gestión de producción de cerámicos por corte y rectificado;Cueva Sanchez, Yuser Arthuro;Ingeniero Informático;Cueva Moscoso, Rony;"En este proyecto de fin de carrera se propone desarrollar un sistema que apoye la planificación y el control de la producción de cerámicas por corte y rectificado. Esto abarca minimizar el desperdicio del material y llevar un control de mermas durante el proceso productivo que pueda garantizar el cumplimiento de las órdenes de los clientes y evitar el incremento de los costos originados por el desperdicio. 

Mantener un adecuado costo de lo producido, no es exclusivo del sector cerámico sino de cualquier empresa dedicada a la manufactura, por tal motivo se debe contar con una adecuada planificación de lo que se va a producir, asimismo este proceso ayuda a satisfacer la demanda de los clientes. Además, una empresa que no implementa un plan y control de producción en su sistema de manufactura no utilizará apropiadamente sus inventarios y los recursos que posee. Un punto de inicio para el planeamiento de la producción es establecer la cantidad de productos que se fabricará durante un periodo de tiempo, basado en un plan base desarrollado a partir de un programa de ventas que establece la cantidad de cada producto a ser vendido. 

Este proyecto de fin de carrera se centra en un ambiente de fabricación contra orden, en el cual la producción empieza cuando se recibe la orden del cliente y se caracteriza porque se solicitan productos exclusivos; además se resalta la importancia de un planeamiento y control de producción en este ambiente de fabricación pues es esencial el uso eficiente y efectivo de la capacidad disponible, con el fin de satisfacer los pedidos de los clientes. Un ejemplo de fabricación contra orden, en el sector de producción de cerámicos, ocurre cuando los clientes solicitan baldosas de distintos tamaños lo que origina que se realicen cortes normales o rectificados dependiendo de las características solicitadas. Además, se debe considerar minimizar el desperdicio del material que puede quedar al realizar este proceso pues afecta el costo de producción del producto terminado; para ello se debe llevar un control de mermas durante el proceso de producción. 

Para mejorar la productividad de las empresas se debe controlar las mermas que se generan en los diferentes procesos, evaluando el impacto económico que estas representan para la empresa. Finalmente, con un adecuado control de mermas y un adecuado planeamiento de producción para la fabricación contra orden se podrían elegir las órdenes solicitadas y asegurar el cumplimiento del pedido de los clientes y la disponibilidad de stock para la cantidad de solicitudes que se planeó.";2019-10-15
Pontificia Universidad Católica del Perú;Diseño de un modelo de ciberseguridad para dispositivos móviles en el sector empresarial;Bruderer Vega, Ramon Simón;Ingeniero Informático;Villena Aguilar, Moisés Antonio;En los últimos años los dispositivos móviles se han vuelto una herramienta muy valiosa para las organizaciones porque por medio de ellas se puede manejar información muy valiosa para las mismas. Sin embargo, debido al valor de la información manejada estos dispositivos se han vuelto blanco de diversos tipos de ataques con el fin de afectar la confidencialidad, integridad o disponibilidad de la información manejada por dichos dispositivos. Por esta razón para el presente proyecto de fin de carrera se recopilara información de los estándares de NIST y de la ISO 27032 para elaborar un modelo de ciberseguridad que permita establecer controles para proteger los dispositivos móviles y la información manejada por ellos. Este modelo estará conformado por la lista de componentes, la lista de categorías, la lista de subcategorías (objetivos de control), los niveles de prioridad de cada subcategoría, las precondiciones del modelo, los indicadores del modelo, la guía de implementación del modelo y el procedimiento que se seguirá para la validación del modelo. En la guía de implementación se encontrara las estructuras de gobierno sugeridas, una lista de amenazas de ciberseguridad para dispositivos móviles y el procedimiento que se seguirá para realizar una evaluación previa para determinar el estado actual de la seguridad de la organización y determinar los controles que faltan implementar para lograr el nivel de protección deseado. Además al final de la guía se encontrara las actividades recomendadas para implementar controles asociados a las subcategorías. Este modelo ha sido validado a través del juicio experto y además este modelo ha participado en la 11th IADIS International Conference on Information System 2018 en Lisboa, Portugal. (Bruderer, Villena, Tupia, & Bruzza, 2018).;2019-10-10
Pontificia Universidad Católica del Perú;Elaboración de un Sistema de Recomendación de Publicaciones Científicas Nacionales de Acceso Abierto para los investigadores calificados del SINACYT;Vereau Zagastizábal, Elizabeth Jenisse;Ingeniera Informática;Olivares Poggi, César Augusto;"Actualmente existe un crecimiento sostenido sobre la producción científica mundial. Esta producción científica es preservada a través de repositorios de acceso abierto digitales, los cuales se crean como herramientas de apoyo para el desarrollo de producción científica. Sin embargo, existen deficiencias en la funcionalidad de los mismos como herramientas de apoyo para el aumento de la visibilidad, uso e impacto de la producción científica que albergan. 
El Perú, no es ajeno al crecimiento de la producción científica mundial. Con el avance del mismo, se implementaron nuevas plataformas (ALICIA y DINA) de difusión y promoción del intercambio de información entre las distintas instituciones y universidades locales. No obstante, estas plataformas se muestran como plataformas aisladas dentro del sistema científico-investigador, ya que no se encuentran integradas con las herramientas y procesos de los investigadores. 
El objetivo de este Proyecto es el de presentar una alternativa de solución para la resolución del problema de carencia de mecanismos adecuados para la visualización de la producción científica peruana a través de la implementación de un Sistema de Recomendación de Publicaciones Científicas Nacionales de Acceso Abierto para los investigadores calificados del SINACYT. 
Esta alternativa se basa en la generación de recomendaciones personalizadas de publicaciones en ALICIA, a través del uso del filtrado basado en contenido tomando en cuenta un perfil de investigador. Este perfil se construyó a partir de la información relevante sobre su producción científica publicada en Scopus y Orcid. La generación de recomendaciones se basó en la técnica de LSA (Latent Semantic Analysis), para descubrir estructuras semánticas escondidas sobre un conjunto de publicaciones científicas, y la técnica de Similitud Coseno, para encontrar aquellas publicaciones científicas con el mayor nivel de similitud. 
Para el Proyecto, se implementaron los módulos de extracción, en donde se recoge la data de las publicaciones en ALICIA y las publicaciones en Scopus y Orcid para cada uno de los investigadores registrados en DINA a través de la técnica de extracción de datos de sitios web (web scrapping); de pre procesamiento, en donde se busca la mejora de la calidad de la data previamente extraída para su posterior uso en el modelo analítico dentro del marco de la minería de texto; de recomendación, en donde se capacita un modelo LSA y se generan recomendaciones sobre qué publicaciones científicas pueden interesar a los usuarios basado en sus publicaciones científicas en Scopus y Orcid; y de servicio, en donde se permite a otras aplicaciones consumir las recomendaciones generadas por el sistema.";2019-10-03
Pontificia Universidad Católica del Perú;Sistema de entrega a domicilio con ruta de despacho de productos para una cadena de boticas o farmacias;Vente Montes, Ricardo Miguel;Ingeniero Informático;Aguilera Serpa, César Augusto;"Uno de los canales de consumo con mayor crecimiento y oportunidades en estos últimos años es el mercado farmacéutico; ante este crecimiento, la preferencia cada vez mayor de las  personas en comprar productos con entrega a domicilio y que el comercio electrónico se está volviendo cada vez más rentable en el país, conocidas empresas dedicadas a la venta de medicamentos han optado por abrir nuevos canales de venta como el de venta a domicilio, también conocido como delivery, para mejorar aún más sus ingresos.  De esta manera, el servicio de delivery se está volviendo un punto importante para las boticas y farmacias que operan en Lima, por desgracia este servicio presenta varios problemas que de no ser resueltos perjudicarían directamente al negocio.  Los principales problemas identificados son: Lidiar con el tráfico de la ciudad, que de no ser tomado en cuenta podría generar retrasos en las entregas y con ello descontento en los clientes.  No conocer el stock global de sus productos y de esta manera dejar de atender pedidos que se crean no disponibles.  Y no conocer el estado de disponibilidad de sus repartidores, lo que generarían tiempos muertos que pueden ser usados para la entrega de más productos.  Por estas razones se propone implementar un sistema de entrega a domicilio que considere el stock de los locales dentro de un área determinada al momento de realizar la venta y un algoritmo de enrutamiento que seleccione la farmacia, o grupo de farmacias que cumplirán con el pedido y genere un óptimo recorrido indicando el orden de las farmacias a recorrer para completar la orden y llegar a entregar el producto en el punto acordado.";2019-10-01
Pontificia Universidad Católica del Perú;Extracción de información para la generación de reportes estructurados a partir de noticias peruanas relacionadas a crímenes;Bustamante Alvarez, Gina;Ingeniero Informático;Oncevay Marcos, Félix Arturo;"Actualmente, múltiples fuerzas policiales y agencias de inteligencia han decidido enfocar
parte de sus esfuerzos en la recolección de todo tipo de información sobre crímenes. Esto
con el objetivo de poder analizar los datos disponibles y utilizar los resultados de esta
tarea para la mejora de procesos actuales, e incluso, para la prevención de ataques y
delitos futuros.
No obstante, debido a la velocidad con la que se generan datos e información en la última
década, las técnicas de análisis tradicional han resultado en baja productividad y en un
uso ineficiente de recursos. Es por esta razón, que desde el campo de la informática, y
específicamente desde las ciencias de la computación, se vienen realizado múltiples
intentos para ayudar a identificar y obtener la información más importante dentro de estos
grandes volúmenes de datos.
Hasta el momento los estudios previos realizados para este dominio, abarcan desde la
predicción del lugar de un delito utilizando data numérica, hasta la identificación de
nombres y entidades en descripciones textuales. En este contexto, este trabajo propone la
creación de una herramienta de extracción de información para noticias relacionadas al
dominio criminal peruano. Buscando identificar automáticamente culpables, víctimas y
locaciones mediante los siguientes pasos: (1) Procesamiento y generación de un conjunto
de datos en base a noticias criminales, (2) Implementación y validación de algoritmos de
extracción e información, y (3) Elaboración de una interfaz de programación de
aplicaciones para el consumo del modelo desarrollado.
Los resultados obtenidos evidencian que el enfoque utilizado, basado en dependencias
sintácticas y reconocimiento de entidades nombradas, es exitoso. Además, se espera que en el futuro se puedan mejorar los resultados obtenidos con técnicas de procesamiento de lenguaje natural para dominios con pocos recursos.";2019-09-12
Pontificia Universidad Católica del Perú;Sistema de programación, administración y monitoreo de unidades de transporte para el despacho de mercadería en rutas del interior del país;Moharam Bonilla, Sameer Ernesto;Ingeniero Informático;Cueva Moscoso, Rony;"El transporte de mercadería es una actividad muy importante para las empresas dedicadas al
comercio de productos. Por lo general las entregas se programan en fechas exactas para cumplir
con las solicitudes del cliente. No obstante, hay varios riesgos asociados a esta actividad (como
asaltos, desastres naturales y tráfico), los cuales generan demora que pueden afectar
negativamente el nivel de satisfacción de los clientes. El presente trabajo de fin de carrera busca
brindar una herramienta de soporte a la actividad de transporte de mercadería. Con el fin de
reducir el tiempo de las entregas realizadas por cada unidad, se plantea utilizar un algoritmo
metaheurístico que asigne adecuadamente las órdenes de despacho a los vehículos de transporte.
Asimismo se propone proveer al chofer de una ruta óptima para su desplazamiento, buscando
minimizar el tiempo entre cada punto de entrega. Finalmente, también se propone monitorear la
ubicación de los vehículos de transporte durante su trayecto, lo que hace posible detectar
rápidamente cualquier desvío de la unidad sobre la ruta establecida. Para lograr las
funcionalidades mencionadas se integrará la solución en un sistema web y un aplicativo móvil.
El sistema web se utilizará para administrar las órdenes de despacho y para mostrar la ubicación
de las unidades de transporte. El aplicativo móvil registrará la ubicación de la unidad de
transporte y mostrará al chofer la mejor ruta para llegar a su destino.";2019-09-10
Pontificia Universidad Católica del Perú;Generación automática de un corpus de comprensión lectora para el español a partir de un conjunto de datos en lengua inglesa;Monsalve Escudero, Fabricio Andrés;Ingeniero Informático;Oncevay Marcos, Félix Arturo;"Desde la aparición del computador, la comprensión lectora automática ha sido un tema de interés científico, resultando en diversas investigaciones y técnicas que le permitan a una máquina “comprender” diversos textos. La introducción del aprendizaje de máquina originó un gran cambio en este ámbito de estudio. Esto debido a que mientras los algoritmos de aprendizaje de máquina y procesamiento de lenguaje natural iban evolucionando, se necesitaba mayores cantidades de datos o ejemplos para poder aprender correctamente. Este problema fue abordado por varios estudios científicos, dando origen a un grupo significativo de conjuntos de datos enfocados a distintos tipos de comprensión lectora. Sin embargo, estos conjuntos de datos fueron creados solo para el idioma inglés ya que, hasta la actualidad, los trabajos relacionados a este ámbito se desarrollan en ese idioma. Por ello, hay pocas investigaciones enfocadas en comprensión lectora para otros idiomas como el español, ya que la creación de los conjuntos de datos necesarios demanda una gran cantidad de recursos (horas-hombre de expertos) para lograr un resultado de calidad, lo que hace muy costoso este objetivo. 
Por lo tanto, se propone una solución de menor costo, apoyándonos en la traducción y validación automática de un conjunto de datos de inglés a español. Específicamente, el conjunto de datos Stanford Question Answering Dataset (SQuAD), desarrollado por la Universidad de Stanford para la tarea de comprensión de lectura en inglés, cuenta con más de 100,000 pares de preguntas-respuestas planteadas sobre múltiples artículos de Wikipedia, y donde la respuesta a cada pregunta es un segmento de texto contenido explícitamente en los párrafos del artículo. Para lograr este objetivo, se usarán modelos de traducción automática y métricas de validación automática para traducción, para consecuentemente poder entrenar un modelo algorítmico de comprensión lectora en español, el cual podría permitir alcanzar los resultados del estado del arte para el inglés. Posteriormente, se desarrollará una interfaz de programación de aplicaciones (API), la cual servirá para la presentación de los resultados obtenidos. 
Esta solución representa un desafío computacional e informático debido al gran volumen de datos a tratar, para lo cual se deben realizar procesos eficientes y una correcta utilización de recursos, manteniendo así la viabilidad del proyecto. Asimismo, el uso y aplicación de los resultados obtenidos en este proyecto es de gran variedad, ya que, a partir del entrenamiento de un modelo algorítmico de comprensión lectora, se puede aplicar en sistemas de extracción de información, sistemas de tutoría inteligente, preguntas frecuentes, entre otros. Además, este proyecto busca dejar un precedente y brindar un punto de partida en futuras investigaciones sobre generación automática de conjuntos de datos para comprensión lectora en español, utilizando un enfoque en aprendizaje de máquina y procesamiento de lenguaje natural.";2019-09-02
Pontificia Universidad Católica del Perú;Analizar, diseñar e implementar un sistema de información que soporte el proceso de Gestión de Solicitudes de Servicio del Ministerio de Comunicaciones de una Iglesia Evangélica;Román Nureña, Aldo Francisco;Ingeniero Informático;Cueva Moscoso, Rony;"La Iglesia Evangélica caso de estudio es una entidad religiosa conformada por personas
vinculadas por una misma fe en Cristo. La iglesia (en adelante, también denominada ""la
organización"") tiene por misión evangelizar a las comunidades con las que tiene contacto,
transmitiendo las enseñanzas según la Biblia. En ese sentido, la iglesia ha experimentado
crecimiento durante los últimos años en número de miembros, cantidad de sedes, y actividades
internas y externas. Actualmente cuenta con 13 localidades y un aproximado de 6 mil
miembros.
El principal proceso de la organización es la Evangelización, que consiste en la comunicación
de los principios bíblicos a sus comunidades cercanas. Dicho proceso es soportado por distintas
actividades, entre las que se encuentran reuniones de celebración, dictado de cursos, retiros,
entre otros. Estas actividades son organizadas por alguna de las áreas de la organización, según
la competencia de cada una. Para fines de este plan de proyecto, se denomina también
Ministerio a cada una de dichas áreas.
Durante la organización de estas actividades, se debe lograr la difusión y cobertura de las
mismas, tarea a cargo del Ministerio de Comunicaciones. El ministerio tiene por tarea elaborar
publicidad, realizar cobertura audiovisual, y/o crear piezas gráficas de mayor complejidad.
Actualmente, existen procesos y estructuras organizacionales que soportan estas labores,
aunque muchos de estos procesos son manuales o de alta intervención humana. El Ministerio
de Comunicaciones recepciona las solicitudes de servicio a través de correo electrónico, las
registra en hojas de cálculo, asigna un colaborador responsable, un equipo de trabajo y planifica
la entrega en un cronograma. Debido a la cantidad de solicitudes recibidas, este trabajo es lento,
y altamente expuesto a errores y pérdidas de información. Además, el almacenamiento en hojas
de cálculo hace difícil la extracción de información y la generación de reportes, lo que conlleva
a un uso poco eficiente de recursos.
Se observa que también es requerido un proceso de planificación que permita priorizar las
solicitudes recibidas dado que se cuenta con recursos de producción limitados. La planificación
actualmente se realiza procesando las solicitudes en una cola (el primero en entrar, el primero
en salir), y considerando una fecha de cierre semanal y un lapso de 15 días para la entrega. Sin
embargo, este método de planificación no siempre prioriza las solicitudes correctamente ni
otorga una estimación suficiente para la entrega.
Por todo lo mencionado, el Ministerio de Comunicaciones reconoce la dificultad existente en
su proceso de gestión de solicitudes de servicio, y desea reducir dicha dificultad, de manera que
pueda brindar servicios internos a los demás ministerios de la iglesia con eficiencia y eficacia.
Por estos motivos, una de las acciones que la organización desea ejecutar es elaborar un sistema
de información que permita registrar las solicitudes de servicio, gestionar dichas solicitudes y
generar reportes con información idónea para el área y la iglesia. Asimismo, se requiere de un
método adecuado para la planificación de las entregas de cada solicitud, para lo cual se hará
uso de un algoritmo heurístico. De esta manera, se busca que el sistema constituya una
herramienta de soporte para la gestión de solicitudes de servicio.";2019-07-23
Pontificia Universidad Católica del Perú;Desarrollo de un software para la gestión de proyectos de desarrollo PM4R que permita automatizar la etapa de planificación para estimar tiempos a través de algoritmos de aprendizaje automático;Espinoza Muñoz, Jorge Enrique;Ingeniero Informático;Flores García, Luis Alberto;"La gestión de proyectos es un trabajo arduo que demanda de experiencia en el sector
para la correcta definición de actividades y estimación de costos y tiempos de los
proyectos. Es por ello que PM4R o gestión para resultados propone 7 etapas integradas.
En este contexto, esta metodología es potente al permitir tener una ruta en cómo realizar
una buena gestión, pero la habilidad de estimación aún queda definida por los gestores
de proyectos, los que en base a su experiencia definen los tiempos de los proyectos y
en consecuencia los costos. ¿Qué pasaría si este proceso estuviera automatizado?
Ante esta pregunta, en la presente tesis se desarrolla un software para esta
metodología. Sin embargo, como componente adicional se integran algoritmos de
Machine Learning para permitir una estimación de la duración de los proyectos (tiempos)
haciendo uso de la data histórica, para lo cual se procede a generar data en base a un
conjunto de datos público del Banco Mundial. Además de que el diseño del software se
basa en los lineamientos de Nielsen, lo que permitió la publicación de un artículo en el
rubro de Interacción Humano-Computador.
En base a lo anterior, los resultados muestran una herramienta potente que ha integrado
la metodología en su totalidad (7 pasos) y además los resultados de la integración con
Machine Learning son prometedores ya que tanto la clasificación como la regresión
presentan valores de error acorde a la revisión del estado del arte y quedan pendientes
trabajos como el tuneo de los algoritmos para la obtención de mejores resultados.
Además de que a partir de la evaluación del incremento de los datos se observan
resultados en los que, si bien es cierto se incrementa la precisión, también se incluye
ruido o desbalanceo. Es un trade-off que el gestor de proyectos puede utilizar a su favor,
ya que el software en cuestión es una herramienta de apoyo para los gestores, de tal
manera que estos puedan tomar mejores decisiones en la etapa de planificación de
nuevos proyectos.";2019-06-20
Pontificia Universidad Católica del Perú;Implementación del algoritmo metaheurístico Cuckoo Search para la optimización de cortes en dos dimensiones de productos cerámicos con defectos para la producción de piezas decorativas;Monzón Durand, Javier Alexander;Ingeniero Informático;Cueva Moscoso, Rony;"Los residuos generados por los cortes de cerámicos son uno de los principales
factores de desperdicio en la industria de baldosas y cerámicos, el cual se estima en
una pérdida de alrededor 40% del material cerámico utilizado. Por este motivo, la
reducción de los residuos de materiales utilizados en la fabricación de los productos
cerámicos es una parte fundamental para la reducción de costos de producción.
Asimismo, es importante mencionar que en esta industria es posible encontrar
defectos en el material a recortar, una restricción de la cual carecen la mayoría de
investigaciones que abordan el problema.
Seleccionar el ordenamiento con menor desperdicio de las piezas a recortar, en
términos de complejidad computacional, se considera como un problema del tipo NPdifícil
(polinómico no determinístico), el cual toma mucho tiempo para encontrar una
solución exacta y lo hace inviable de aplicar en la industria. Es por ello que se justifica
el uso de métodos heurísticos para obtener aproximaciones a la solución óptima en un
tiempo menor. El presente trabajo de fin de carrera presenta una metaheurística
Cuckoo Search para resolver el problema de corte de material expuesto como
alternativa de solución al algoritmo genético, muy utilizado en este tipo de problemas
de optimización. El algoritmo Cuckoo Search es una técnica de reciente desarrollo y
ha mostrado buen desempeño en otro tipo de problemas de optimización y hasta el
momento no se ha intentado atacar el problema usan esta metaheurística.
Para medir el desempeño del algoritmo Cuckoo Search, se hace uso de una
adaptación del algoritmo genético encontrado en la literatura para la misma variante
del problema de corte de material. El algoritmo genético es utilizado en este trabajo
para comparar el desempeño del algoritmo Cuckoo Search propuesto mediante una
experimentación numérica. Se concluye que el algoritmo genético tiene mejor
desempeño que el algoritmo Cuckoo Search para el conjunto de datos utilizado en el
proyecto, sin embargo, los resultados obtenidos de este último siguen siendo
prometedores para ser utilizado por las empresas de la industria de cerámicos.";2019-05-29
Pontificia Universidad Católica del Perú;Heurísticas de usabilidad para mecánicas de videojuegos;Barboza Mendoza, Camila Pierina Victoria;Ingeniero Informático;Pilar Zapata del Río, Claudia María del;"El presente trabajo de investigación muestra cómo las heurísticas más reconocidas y
utilizadas en la actualidad para evaluar el nivel de usabilidad de un software presentan
carencias al situarlas en el contexto de los videojuegos, motivo por el cual se determina que
las actuales heurísticas no son instrumentos apropiados para evaluar un software de
interacción como los videojuegos.
Este hecho ha sido el motivo para plantear la siguiente interrogante como tema de
investigación: ¿Qué elementos esenciales deberían considerarse en la elaboración de un
nuevo conjunto de principios heurísticos de evaluación que permitan medir con mayor
precisión el nivel de usabilidad de un videojuego?
Para solucionar la problemática descrita en párrafos anteriores, se elaboró una propuesta
metodológica basada en el análisis de datos de un caso de estudio que como resultado
presentan un conjunto de principios heurísticos, los cuales han sido desarrollados
considerando que pueden ser utilizados por evaluadores con distintos niveles de
experiencia en evaluaciones de usabilidad.
El objetivo de este nuevo conjunto de heurísticas de usabilidad propuesto estuvo orientado
a la obtención de principios que sean entendibles, fáciles de utilizar y que a su vez permitan
realizar de forma efectiva evaluaciones de usabilidad de videojuegos. La metodología
propuesta está enmarcada básicamente en la mejora del actual instrumento de evaluación
propuesto por Jakob Nielsen y otros aspectos que han sido tomados de la literatura.
El alcance de la investigación se centra en las mecánicas de videojuegos, las cuales a pesar
del avance rápido de la tecnología y las diferentes culturas en las que la industria de los
videojuegos se desenvuelve, se mantienen constantes y pueden llegar a presentar
conceptos generales que abarcan más de un género de videojuego. Posteriormente, la
realización de una evaluación heurística ha permitido validar mediante la aplicación en la
práctica, la nueva propuesta desarrollada en el presente trabajo.";2019-04-12
